Date,knumber,Name,Manufactuer,Specialty,Product_Code,artificial_intelligence1,machine_learning1,neural_network1,neural_networks1,deep_learning1,reinforcement_learning1,natural_language_processing1,decision_tree1,xgboost1,gradient_boosted1,gradient_boosting1,ensemble1,big_data1,AI1,ML1,DL1,DNN1,CNN1,RNN1,NLP1,phantom1,specificity1,sensitivity1,risk_assessment1,time_to_open1,time_to_notification1,human_factor1,ease_of_use1,ease_of_training1,standards1,industry_standards1,risk_management1,risk1,retrospective1,prospective1,summary1,FDA,STUDY,CLINICAL_TRIALS,STUDY_SIZE,Site,STATE,COUNTRY_CODE,CT,multisite,Performance,Jiang,REVIEW_PANEL,MEDICALSPECIALTY,DEVICENAME,DEVICECLASS,UNCLASSIFIED_REASON,GMPEXEMPTFLAG,THIRDPARTYFLAG,REVIEWCODE,REGULATIONNUMBER,SUBMISSION_TYPE_ID,DEFINITION,PHYSICALSTATE,TECHNICALMETHOD,TARGETAREA,Implant_Flag,Life_Sustain_support_flag,SummaryMalfunctionReporting,summary,key_index,year,study1,path
02/14/2017,K162830,SIS Software,"Surgical Information Sciences, Inc.",Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,68,,MN,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2017,1,510K
01/05/2017,K163253,Arterys Cardio DL,Arterys Inc.,Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,CA,US,0,0,0,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2017,0,510K
11/07/2017,K163694,"Rooti Rx ECG Event Recorder, Rooti Link APP Software",Rooti Labs Ltd.,Cardiovascular,DRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,,TW,0,0,1,1,CV,CV,"Transmitters And Receivers, Physiological Signal, Radiofrequency",2,,N,Y,,870.291,1,,,,,N,N,Eligible,1,0,2017,0,510K
02/23/2018,K170540,DM-Density,"Densitas, Inc.",Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,CA,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2018,0,510K
04/11/2017,K170580,Carestream Vue PACS,"Carestream Health, Inc.",Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NCT03030872,,,NY,US,1,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2017,0,510K
06/09/2017,K170747,syngo Application Software,"Siemens Medical Solutions, USA, Inc.",Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,,,,PA,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2017,0,510K
01/04/2018,K171056,WAVE Clinical Platform,"Excel Medical Electronics, LLC",Cardiovascular,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,,,FL,US,0,0,1,1,CV,CV,"Monitor, Physiological, Patient (Without Arrhythmia Detection Or Alarms)",2,,N,Y,,870.23,1,,,,,N,N,Eligible,1,0,2018,1,510K
08/01/2017,K171315,Advanced RBC Application,Cella Vision AB,Other,JOY,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,SE,0,0,0,1,HE,HE,"Device, Automated Cell-Locating",2,,N,Y,,864.526,1,,,,,N,N,Eligible,1,2,2017,1,510K
12/15/2017,K172311,BioFlux Device,Biotricity Inc.,Cardiovascular,DXH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,CA,US,0,0,1,1,CV,CV,"Transmitters And Receivers, Electrocardiograph, Telephone",2,,N,Y,,870.292,1,,,,,N,N,Eligible,1,0,2017,0,510K
09/15/2017,K172356,BladderScan Prime PLUS System,Verathon Incorporated,Radiology,IYO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,WA,US,0,0,0,1,RA,RA,"System, Imaging, Pulsed Echo, Ultrasonic",2,,N,Y,,892.156,1,,,,,N,N,Eligible,1,1,2017,0,510K
06/13/2018,K172983,HealthCCS,Zebra Medical Vision Ltd.,Radiology,JAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,,249,,,IL,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2018,1,510K
12/27/2017,K173420,Radiomics App v1.0,Microsoft Corp.,Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,WA,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2017,0,510K
01/25/2018,K173542,Arterys Oncology DL,Arterys Inc.,Radiology,LLZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,CA,US,0,0,0,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2018,0,510K
12/10/2018,K173681,reSET-O,"Pear Therapeutics, Inc.",Other,PWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,170,,MA,US,0,0,1,1,NE,NE,Computerized Behavioral Therapy Device For Psychiatric Disorders,2,,N,N,,882.5801,1,The device is intended to provide cognitive behavioral therapy to treat substance use disorder.,The device is a software-based mobile app downloaded onto a smartphone.,The device is a software-based mobile app that provides a computerized version of behavioral therapy to the patient.,The device is intended to provided psychiatric treatment.,N,N,Ineligible,1,0,2018,1,510K
06/14/2018,K173780,EchoMD Automated Ejection Fraction Software,"Bay Labs, Inc.",Radiology,LLZ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,300,,CA,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,2,2018,1,510K
06/05/2018,K173821,LungQ Software,Thirona Corporation,Radiology,JAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,NL,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,0,2018,0,510K
09/28/2018,K173872,FibriCheck,Qompium NV,Cardiovascular,DXH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,223,,,BE,0,0,1,1,CV,CV,"Transmitters And Receivers, Electrocardiograph, Telephone",2,,N,Y,,870.292,1,,,,,N,N,Eligible,1,0,2018,1,510K
11/16/2018,K180343,"LensHooke X1 Pro Semen Quality Analyzer, LensHooke X1 Semen Quality Analyzer","Bonraybio Co., Ltd.",Other,POV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,,106,,,TW,0,0,1,1,HE,HE,Semen Analysis Device,2,,N,Y,,864.522,1,"Device used to evaluate one or more human semen parameters including semen volume, sperm concentration, total sperm number, sperm motility, sperm morphology, sperm vitality, white blood cell concentration, and pH.",Semen analysis devices may be found in a range of shapes and sizes with various distinguishing features.,"The device may use one or more forms of technology including optical, mechanical, digital imaging, computer algorithms, chromatographic immunoassay and may be manual, automated, or semi-automated.",Human semen,N,N,Eligible,1,1,2018,1,510K
11/19/2018,K180432,AI-ECG Platform,"Shenzhen Carewell Electronics., Ltd.",Cardiovascular,DQK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,CN,0,0,0,1,CV,CV,"Computer, Diagnostic, Programmable",2,,N,Y,,870.1425,1,,,,,N,N,Eligible,1,0,2018,0,510K
05/22/2018,K180455,NeuralBot,"Neural Analytics, Inc.",Radiology,IYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,,CA,US,0,0,1,1,RA,RA,"System, Imaging, Pulsed Doppler, Ultrasonic",2,,N,Y,,892.155,1,,,,,N,N,Eligible,1,0,2018,0,510K
08/01/2018,K180647,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,198,3,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2018,1,510K
11/20/2018,K181247,Vitrea CT Brain Perfusion,"Vital Images, Inc.",Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,MN,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2018,0,510K
03/29/2019,K181352,Loop System,"Spry Health, Inc.",Cardiovascular,DQA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,,12,,CA,US,0,0,1,1,AN,CV,Oximeter,2,,N,N,,870.27,1,,,,,N,N,Eligible,1,0,2019,1,510K
07/10/2018,K181572,Workflow Box,Mirada Medical Ltd.,Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,GB,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2018,0,510K
11/21/2018,K181704,Transpara,Screenpoint Medical Bv,Radiology,QDQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,240,,,NL,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,1,2018,1,510K
09/28/2018,K181771,RightEye Vision System,"RightEye, LLC",Other,GWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,MD,US,0,0,1,1,NE,NE,Nystagmograph,2,,N,Y,,882.146,1,,,,,N,N,Eligible,1,0,2018,0,510K
03/11/2019,K181823,KardiaAI,"AliveCor, Inc.",Cardiovascular,DQK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,CA,US,0,0,1,1,CV,CV,"Computer, Diagnostic, Programmable",2,,N,Y,,870.1425,1,,,,,N,N,Eligible,1,0,2019,0,510K
12/20/2018,K181861,Embrace,Empatica Srl,Other,POS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,NCT03207685,141,,,IT,1,0,1,1,NE,NE,Physiological Signal Based Seizure Monitoring System,2,,N,N,,882.158,1,"The Physiological signal based seizure monitoring system is a prescription device that uses physiological signal to identify abnormal physiological activity that may be associated with a seizure. The System does not predict seizure onsets, and is not intended as a standalone seizure monitoring device.",The device should contain a part that collects physiological signals (usually attached to the human body) and a base station that provides information to the caregiver or healthcare professionals.,Physiological signal measurement and analysis,Human body surface areas,N,N,Eligible,1,0,2018,1,510K
11/06/2018,K181939,icobrain,icometrix NV,Radiology,LLZ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,544,,,BE,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,2,2018,1,510K
04/17/2019,K181988,eMurmur ID,CSD Labs GmbH,Cardiovascular,DQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,120,,,AT,0,0,1,1,CV,CV,"Stethoscope, Electronic",2,,N,Y,,870.1875,1,,,,,N,N,Eligible,1,0,2019,1,510K
10/17/2018,K182034,Arterys MICA,Arterys Inc.,Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,CA,US,0,0,0,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2018,0,510K
12/27/2018,K182130,iSchemaView RAPID,"ISchemaView, Inc.",Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,CO,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2018,1,510K
10/26/2018,K182177,Accipiolx,MaxQ-Al Ltd.,Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,360,Yes,,IL,0,1,0,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2018,1,510K
11/30/2018,K182218,FerriSmart Analysis System,Resonance Health Analysis Service Pty Ltd.,Radiology,PCS,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,971,,,AU,0,0,1,1,RA,RA,Liver Iron Concentration Imaging Companion Diagnostic For Deferasirox,2,,N,N,,892.1001,1,"Intended for diagnostic use to present images that reflect the magnetic resonance spectra for the determination of iron in the liver for any indication where an assessment of liver iron concentration is needed.  For non-transfusion-dependent thalassemia (NTDT) patients, is intended as an aid in the assessment of NTDT patients for whom deferasirox therapy is being considered and for monitoring of NTDT patients receiving deferasirox therapy.",Postprocessing  software for the measurement of  liver iron concentration (LIC) from magnetic resonance imaging (MRI) data.,Uses MRI data combined with an empirically-derived calibration curve to determine liver iron concentration (LIC).,liver,N,N,Eligible,1,2,2018,1,510K
11/30/2018,K182336,SubtlePET,"Subtle Medical, Inc.",Radiology,KPS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,CA,US,0,0,1,1,RA,RA,"System, Tomography, Computed, Emission",2,,N,Y,,892.12,1,,,,,N,N,Eligible,1,1,2018,0,510K
03/07/2019,K182344,RhythmAnalytics,Biofourmis Singapore Pte. Ltd.,Cardiovascular,DQK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,SG,0,0,1,1,CV,CV,"Computer, Diagnostic, Programmable",2,,N,Y,,870.1425,1,,,,,N,N,Eligible,1,0,2019,0,510K
12/06/2018,K182373,PowerLook Tomo Detection V2 Software,ICAD Inc.,Radiology,QDQ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,260,,NH,US,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,2,2018,1,510K
01/17/2019,K182456,Study Watch,Verily Life Sciences Llc,Cardiovascular,DXH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,CA,US,0,0,1,1,CV,CV,"Transmitters And Receivers, Electrocardiograph, Telephone",2,,N,Y,,870.292,1,,,,,N,N,Eligible,1,0,2019,0,510K
12/27/2018,K182564,Quantib ND,Quantib BV,Radiology,LLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,NL,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,0,2018,0,510K
11/02/2018,K182616,"NvisionVLE Imaging System, NvisionVLE Optical Probe, NvisionVLE Inflation System","NinePoint Medical, Inc.",Radiology,NQQ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,400,18,MA,US,0,1,1,1,SU,RA,"System, Imaging, Optical Coherence Tomography (Oct)",2,,N,Y,,892.156,1,This device uses back-reflected light to create two-dimensional images versus back-reflected sound waves as are used in ultrasound imaging.,,,,N,N,Eligible,1,3,2018,1,510K
07/10/2019,K182875,DeepCT,Deep01 Limited,Radiology,QAS,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,260,5,,TW,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,4,2019,1,510K
07/05/2019,K182901,Aquilion Precision (TSX-304A/1 and /2) V8.8 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,,,JP,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2019,0,510K
03/19/2019,K183019,SIS Software version 3.3.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,NCT02902328,68,,MN,US,1,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,1,510K
06/12/2019,K183046,Aquilion ONE (TSX-305A/6) V8.9 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,JP,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2019,0,510K
08/12/2019,K183182,Critical Care Suite,"GE Medical Systems, LLC",Radiology,QFM,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,804,yes,WI,US,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2019,1,510K
04/12/2019,K183202,Deep Learning Image Reconstruction,"GE Medical Systems, LLC",Radiology,JAK,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,60,,WI,US,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,3,2019,1,510K
04/08/2019,K183204,Bone VCAR (BVCAR),GE Medical Systems SCS,Radiology,JAK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,FR,0,0,0,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2019,0,510K
01/18/2019,K183231,SIGNA Premier,"GE Medical Systems, LLC",Radiology,LNH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,,,,WI,US,0,0,1,1,RA,RA,"System, Nuclear Magnetic Resonance Imaging",2,,N,Y,,892.1,1,,,,,N,N,Eligible,1,1,2019,0,510K
09/10/2019,K183268,AI-Rad Companion (Cardiovascular),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,,381,,PA,US,0,0,0,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2019,1,510K
07/26/2019,K183271,AI-Rad Companion (Pulmonary),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,,4500,,PA,US,0,0,0,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2019,1,510K
02/01/2019,K183272,AI Rad Companion (Engine),"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,,,,PA,US,0,0,0,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,0,510K
08/15/2019,K183282,Biovitals Analytics Engine,Biofourmis Singapore Pte. Ltd,Cardiovascular,PLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,"NCT02391987, NCT03661606",50,,,SG,1,0,0,1,CV,CV,Multivariate Vital Signs Index,2,,N,N,,870.23,1,Automated calculation of a summary index (or indices) based on several individual measured vital sign inputs.,software/firmware,Collects measured parameter inputs and automates the calculation of a summary index based on those parameters,Various,N,N,Eligible,1,0,2019,1,510K
03/08/2019,K183285,cmTriage,"Curemetrix, Inc",Radiology,QFM,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,1255,yes,CA,US,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2019,1,510K
07/10/2019,K183322,physIQ Heart Rhythm and Respiratory Module,"PhysIQ, Inc",Cardiovascular,DPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,IL,US,0,0,1,1,CV,CV,Electrocardiograph,2,,N,Y,,870.234,1,,,,,N,N,Eligible,1,0,2019,0,510K
